mtime,AL,DG,DJ,DS,FL,FR,FU,FX,GR,HV,IM,IS,KR,LM,LT,LZ,MR,MT,NS,NY,OQ,OR,OS,OZ,PS,QY,R,RU,RX,SX
2021-11-01T11:25,25949,18053,20958,41433,0,32746,9513,16037,16247,34034,37548,32235,29295,17374,22155,32326,32095,16184,28098,19474,23562,29806,38577,34636,23373,17360,18732,20398,22484,17486
2021-11-01T11:30,24010,21310,23280,35210,50520,41550,26160,25060,24900,24960,41170,45670,44720,30100,30340,41680,61870,48530,28980,38790,29140,50800,46990,49150,41610,24290,16100,39820,43980,31970
2021-11-01T11:35,17920,11904,23288,39512,36336,35432,21608,21776,31288,21168,35416,32496,36216,27560,18112,31592,35760,36144,26672,27440,18120,29992,46864,38712,29736,20640,18376,25792,24376,37992
2021-11-01T11:40,13590,29646,27243,51273,42003,38187,23310,33183,32391,35811,47808,45351,34308,20520,21393,36783,59283,33345,29736,25407,32634,64665,48141,40491,21609,22203,16506,30438,35082,16416
2021-11-01T11:45,10110,13690,17590,28465,27235,15460,7285,12030,12500,14945,17595,18285,20630,14560,17120,16785,20405,20900,20320,22475,22390,31320,23510,23175,23150,17930,11445,17145,20325,19655
2021-11-01T11:50,26442,18072,33498,57951,39213,40707,22698,21699,40968,26307,44820,32868,31320,30942,28791,49842,57528,45504,34380,24372,32661,41886,34308,43011,33057,30384,16497,28332,36486,32769
2021-11-01T11:55,17800,30330,29840,54180,43270,29870,26080,34110,39080,38590,39170,43110,42240,26940,45220,40520,50620,39800,36690,36090,40710,47500,46610,60340,46890,14400,18670,28250,36650,38270
2021-11-01T12:00,8448,6508,10932,22140,14224,17520,9640,15000,17012,11496,13532,15760,21820,11756,13464,17804,21268,8568,16148,15928,14084,14628,15560,16088,13160,10360,10408,13560,13720,17692
2021-11-01T12:05,5184,4518,0,9308,7212,7922,4578,4240,7454,5610,9180,9142,8204,6436,7974,11300,10958,9106,8360,8498,7220,9850,9086,10138,3918,5540,4662,6522,0,7040
2021-11-01T12:10,13926,9744,14796,29610,30258,25662,16698,16704,26958,22638,27912,24420,26766,19308,22926,20028,29412,17706,18090,20994,26088,27630,34734,31164,18090,17802,11616,22686,24798,17028
2021-11-01T12:15,4486,7198,5500,9514,8376,8234,4330,5692,8832,6516,9908,6302,8186,6822,5978,8414,6168,8106,8358,5746,4108,10826,10236,9222,8214,3412,5012,4972,5374,5738
2021-11-01T12:20,6622,2678,6612,8692,11396,7126,5488,4276,6398,5396,8414,7674,8320,7670,6110,9136,5982,9436,7990,8288,5470,8858,9032,9974,7864,4330,6006,6750,8324,5978
2021-11-01T12:25,18570,23020,34970,39800,40890,50040,18820,26200,48290,25770,53620,40880,42850,36360,33500,45740,50070,38250,43930,34440,33070,35980,50300,48910,33130,33970,25220,19880,32630,26250
2021-11-01T12:30,11388,7232,13560,21460,14324,17084,6696,9392,12624,14068,14764,16868,18544,14240,14200,13644,17336,20280,12140,10624,12308,19324,18076,26820,14828,10752,11280,10372,10432,10708
2021-11-01T12:35,22680,4005,19692,67734,43218,22950,21654,24813,37629,32967,35685,41841,38628,31626,44433,48942,59085,37242,39843,33813,26631,47961,27234,38880,39933,28233,20970,30789,25119,33408
2021-11-01T12:40,21720,21630,31810,54070,35060,31950,17940,28650,40140,35250,47010,30060,45240,38070,42400,43240,58290,51950,45570,30880,30230,30180,50230,57340,29700,16350,18240,26200,34250,45320
2021-11-01T12:45,30410,21030,42420,63790,36430,33610,31430,25400,30440,35700,41500,44100,52410,28390,30400,46430,65950,44310,17290,30850,41400,32880,35820,51840,27950,23590,27910,31990,29520,45770
2021-11-01T12:50,30430,29380,26680,54560,39020,52380,25190,24950,39870,37330,47100,37480,44050,30650,32220,39070,53560,58850,32360,41900,28940,37940,49000,58810,31940,23690,30580,28280,39640,42040
2021-11-01T12:55,14260,14150,14030,26955,19785,14500,14240,11905,23870,16210,21985,0,20040,9320,22325,22420,23275,23635,22710,20695,13045,19140,25510,23405,16840,16005,12995,7780,23520,9935
2021-11-01T13:00,2483,1741,2903,4388,3533,2986,2676,2116,3187,2934,4042,4692,3807,3134,3099,4848,4475,4829,5129,3894,3958,4183,3821,4556,2885,3370,1895,3098,3270,4553
2021-11-01T13:05,9003,6108,7875,14895,13344,10446,4248,8250,9822,10503,12594,14169,13044,9318,11937,13887,13761,10329,10206,10224,9756,13323,15369,14880,10857,7566,6870,10422,11238,10629
2021-11-01T13:10,31221,13824,25956,51120,36000,48861,20403,29934,42759,27198,34083,42174,34704,30843,30933,46125,45900,37890,30303,39600,21933,39438,53388,52335,34830,33327,29205,19053,27180,42273
2021-11-01T13:15,4346,5614,6202,9534,8318,10660,5276,8612,10630,5434,7312,4892,7266,5768,7924,7100,11576,8480,6972,7818,7268,8936,11982,8988,7072,7598,3480,5262,7820,8878
2021-11-01T13:20,3948,5336,8474,13222,8186,8658,3286,6330,7204,6522,9682,8488,12058,9388,6534,8132,12980,8058,4576,6082,8356,7486,11404,11808,6358,6636,1748,6614,7488,9310
2021-11-01T13:25,24237,14553,33075,44064,49077,27693,18666,23463,24606,16812,44874,37980,31878,25740,31482,50166,58131,43209,35424,30933,38025,38106,49131,43812,39690,28413,17325,13257,25695,24246
2021-11-01T13:30,2120,1689,2324,5319,4247,5198,2352,3213,3194,3153,3951,3959,3286,3522,3156,5318,5527,4766,3396,2962,4481,4438,3664,6028,3452,2128,1592,2934,3106,3668
2021-11-01T13:35,6790,3804,5980,8782,7058,8314,4034,6080,8804,6102,9508,6368,9228,7008,5436,8690,11974,9486,5888,5354,8826,9566,9774,9678,5638,5564,4596,7552,7532,6482
2021-11-01T13:40,3074,2295,3978,6494,4581,3759,2781,2716,2593,3318,5381,3414,3620,3390,2756,3957,6245,3953,4258,2999,4163,4257,4809,6553,4622,3059,2108,2598,4520,3083
2021-11-01T13:45,2442,1694,3671,7420,4837,0,1332,0,3148,2857,3834,5453,4213,2620,3191,4614,4945,3882,3114,4665,4291,4416,4822,5965,2976,3468,1484,3933,3943,4375
2021-11-01T13:50,2946,6177,8487,12612,15810,14697,8070,7470,11019,8925,7992,10119,10362,7587,11520,16659,16485,11232,7500,6324,9459,13956,16650,15714,9420,7182,5697,10545,7899,11151
2021-11-01T13:55,4812,4454,6898,12038,10024,7760,2630,5274,7798,4254,7866,9392,6478,8564,6678,10930,12690,11036,6848,7652,7488,7006,11872,6794,7774,7686,3754,5576,6156,6648
2021-11-01T14:00,1880,1901,3303,6186,4395,4442,2326,2469,2960,3595,3632,4831,3467,3324,3755,5408,5081,5835,4076,3399,4213,5532,6539,5053,3114,3095,1564,3305,4020,3451
2021-11-01T14:05,19040,35720,40440,65190,61780,43230,17530,33330,39200,40890,48400,38700,49900,41570,26690,54340,67960,37480,43990,32610,49840,35040,36970,48560,26040,37980,25610,28790,42160,45120
2021-11-01T14:10,18620,23600,32070,55790,35000,39200,15040,28170,46420,31650,45310,38380,48550,25700,35070,59180,48800,45440,36880,43740,44560,40020,43770,44860,29900,35410,20030,33040,27770,33450
2021-11-01T14:15,20322,20370,15378,32322,0,24966,9480,14550,23862,26040,24198,23874,26826,22794,18456,23634,29052,26274,16788,24090,23970,29730,20382,28932,28980,12972,13236,26274,21750,29778
2021-11-01T14:20,3866,4538,6534,10706,8604,7066,4894,7096,8036,6452,8682,5946,9878,6892,5800,6460,11802,8934,10590,8126,7498,9674,10042,8366,6240,3080,3924,5768,6028,5416
2021-11-01T14:25,2787,1898,2526,4989,3429,3781,3184,2704,3294,3338,4306,3750,6126,2865,4479,3369,4710,3673,4021,3644,2547,4253,4886,5729,4210,2785,2312,1859,3588,4451
2021-11-01T14:30,14203,16247,23135,38955,24416,26852,12516,24297,31472,31878,38500,15008,36155,17850,24094,20671,36197,33159,31668,19012,26628,37072,33565,38962,30681,14511,13468,25886,21686,25669
2021-11-01T14:35,5950,3886,6894,5344,9954,7704,4488,5196,8066,7526,8936,8770,7656,8122,7824,7336,12460,9342,5102,8724,5086,8426,8116,13654,7264,5766,5316,6832,7132,8696
2021-11-01T14:40,3050,5624,4886,10282,8718,8640,0,3724,8708,5696,7872,6840,5776,5158,4426,10830,11012,8536,8030,8338,6340,10016,10740,10490,5230,4946,2040,5888,0,9760
2021-11-01T14:45,3906,6150,5402,8770,8772,7498,4260,4846,6068,7658,10640,8104,8420,9130,6716,7188,11138,9836,9706,6306,9708,8636,8638,12886,6860,4388,4914,6576,9236,6574
2021-11-01T14:50,2556,3507,2061,4875,4460,4597,2555,2109,2557,4572,3437,4208,4093,2882,3216,4211,6206,4229,5061,4082,2951,4135,4762,4643,3006,3089,2472,3058,4102,3566
2021-11-01T14:55,29007,29529,32697,37674,25470,46107,21933,14634,35541,24336,31833,38619,25263,31644,26550,40743,53694,48177,32121,42255,19989,35172,50823,57780,25146,32427,27702,21708,36441,35415
2021-11-01T15:00,14310,16746,26220,32280,29748,21246,7212,13566,23220,21096,34506,21012,26274,16608,13152,24438,29760,25590,27180,22668,22650,25416,30432,38034,24378,16422,15108,13194,17616,21456
2021-11-01T15:05,5824,9168,12312,16556,14328,10412,5808,17084,16472,14036,14236,16440,17140,13168,12088,17088,24000,11912,20444,13424,15828,19144,17620,20940,18164,9672,8160,16372,14884,11752
2021-11-01T15:10,3268,2280,6588,12740,8770,8790,3878,6212,5648,6434,9766,6828,9726,6192,7272,9150,11810,8440,6404,8974,5874,10746,8508,11340,6430,6050,2766,5892,5010,6926
2021-11-01T15:15,8274,6048,6393,14529,13230,11472,7251,6930,15360,7308,10692,12702,16302,9294,9408,13791,15978,16611,12786,0,12828,9822,16683,17256,11511,10977,11448,4557,13077,9564
2021-11-01T15:20,14620,8695,16455,28575,21655,21075,10080,10535,15270,15220,19790,8565,20615,19090,18735,23070,23765,24565,21360,11875,15190,33465,24495,23415,16675,15000,11990,13555,20805,17025
2021-11-01T15:25,24390,37230,33170,50420,39690,37380,22860,29450,32170,30960,37080,47810,40290,30060,44600,54840,31950,43300,33080,40950,36220,49170,46660,73340,40870,34820,22280,42300,28810,36760
2021-11-01T15:30,3768,2051,2409,4234,3160,5281,1720,3550,3019,3916,4020,3925,3093,3203,2245,5330,4374,4695,5060,3820,3516,5224,5050,4276,4006,2755,2117,2702,3726,4636
2021-11-01T15:35,39440,29360,34330,51260,40800,37860,23180,22100,35060,21100,38750,49510,25250,32360,24480,57910,59040,59340,30050,29100,41060,50040,45900,54670,35590,34150,18240,31530,32830,38790
2021-11-01T15:40,1851,1780,2992,4043,4079,4724,2688,2082,3119,2970,3352,3517,3826,3766,3372,4012,5237,4351,2326,2786,1956,5554,4898,5633,4160,2740,1451,3229,2490,3442
2021-11-01T15:45,5172,8322,6828,13230,11142,12552,7119,9993,13278,8967,16872,10671,15075,12363,12999,10839,19923,16593,17202,8301,7779,10470,13713,16203,11466,9555,6726,8781,9180,9441
2021-11-01T15:50,4810,5658,8074,12362,9602,8588,4130,6142,6016,6822,8710,7246,10552,7608,6154,9106,9306,7140,7142,7486,7996,8422,11602,9828,5308,4230,5380,4534,9420,5120
2021-11-01T15:55,14096,15624,27984,40104,32320,34008,24856,27304,30256,31568,35200,19856,47208,20728,20488,31488,30168,38384,19448,22872,26048,30000,45128,29952,29752,22224,17600,21576,22528,24832
2021-11-01T16:00,3034,1778,4281,5354,3867,5093,2498,2799,4530,4319,4906,4848,5148,2262,2636,4633,5946,5567,4918,2527,3035,3147,4678,4810,2658,2540,1732,3439,3452,4067
2021-11-01T16:05,2492,1786,3428,6480,5401,4896,1715,3401,4781,3565,4055,2240,4407,2385,4772,3976,6128,3860,4715,3207,2769,4809,5158,4499,3118,2996,1850,2994,3579,3469
2021-11-01T16:10,13620,16176,18180,26268,28350,35268,17682,18708,19014,17892,15606,18888,30618,20316,20154,30780,32004,22266,22974,17742,29358,21660,27426,27624,17136,17106,15144,17106,19434,25986
2021-11-01T16:15,26960,19344,20128,54376,39040,27832,16880,25960,23184,19976,38768,24816,32688,19008,29952,44432,42720,28680,27288,19752,26672,33584,36984,49304,22008,22856,21872,35056,24672,31184
2021-11-01T16:20,20781,23067,31770,48096,38241,26613,22887,29655,32787,29025,41355,42525,32877,28503,31329,38493,53370,59022,29727,31446,17406,25389,45828,45423,22833,17370,18522,34821,28287,46476
2021-11-01T16:25,1770,1888,3565,6653,4201,5261,2873,3204,3826,2775,4871,4597,4703,3304,4234,4587,5172,5168,3360,4019,2986,4559,4253,5005,4151,2558,2960,3554,3597,3192
2021-11-01T16:30,16816,12856,27720,34280,36688,33320,17208,25584,29472,23448,35408,35360,29680,11608,23680,39264,50784,23880,39344,37016,25096,45896,44256,27400,30872,26640,12992,26376,17712,20480
2021-11-01T16:35,30231,16542,22158,49221,34506,31023,22131,21978,33741,31716,40815,38097,42507,33372,29943,41571,52011,33714,34515,22932,22194,36639,43578,45504,28746,27999,23391,28683,28431,24804
2021-11-01T16:40,18333,23058,14973,31633,30982,30905,11753,16975,20636,25074,26852,26201,33761,25767,21553,31353,37898,32172,20356,23177,23793,33922,31038,34447,21966,19502,20937,25634,20335,20027
2021-11-01T16:45,2974,5200,6252,13056,9310,6388,5982,5892,5842,5262,8070,7386,9660,4918,5576,10492,11386,10400,5548,6938,6154,10172,10524,10212,6524,5540,2798,8138,7428,5294
2021-11-01T16:50,22792,16608,19920,32936,39848,34376,17792,20944,23448,22880,31048,30792,23648,22576,25240,32704,36760,26880,29352,30568,21552,41712,28040,39824,35344,33448,17312,27488,25096,35312
2021-11-01T16:55,2060,2595,2924,5239,4663,4599,1575,1991,4204,3359,4435,3800,5275,3406,4274,5091,4533,3278,3544,3883,3296,3414,4655,5696,4001,3313,2540,1672,2552,3264
2021-11-01T17:00,2440,2926,2806,6148,4224,2540,2749,3987,3334,2504,5043,2525,4912,2102,4253,5654,3524,5734,2752,2864,2770,5002,5063,6041,3024,2697,2019,2630,2610,3227
2021-11-01T17:05,18009,23697,26199,54909,34281,32373,25029,29196,27324,39816,30753,27450,39195,23742,26271,47331,50022,44667,27702,32940,36396,49266,43173,0,26514,15363,14796,29178,34506,29331
2021-11-01T17:10,17964,22437,30627,47313,43029,32292,26379,19656,37989,34569,42885,41004,31986,28719,29502,24516,55098,37530,28377,38736,26667,32220,49356,42399,37449,22338,19017,27243,33984,25119
2021-11-01T17:15,20232,11864,18552,43328,41272,0,21176,14672,34480,27488,34464,26640,46832,26832,24944,32600,39480,36104,31056,24960,19616,33536,50928,53000,31760,14080,21872,31816,35352,17000
2021-11-01T17:20,5778,7857,11496,15123,15711,15507,7218,3540,10377,9480,14775,7623,12510,8814,9165,11418,12627,13281,12642,12690,13515,10056,14088,17454,9162,9231,6495,7845,9768,9426
2021-11-01T17:25,21280,19656,33768,38752,21840,35136,17520,25744,28400,21696,37416,38912,35280,30072,28240,40224,36992,32808,25032,32944,25152,33120,47016,35952,21200,20192,20048,25936,20000,27304
2021-11-01T17:30,18798,9912,24618,31860,30996,24678,9426,10410,16206,28326,24138,18078,28824,13818,24600,27972,41130,22872,24282,23460,25284,24750,29100,27504,22944,9000,16326,21120,17388,21960
2021-11-01T17:35,10612,9316,12044,16612,12812,13436,8304,8108,14684,15888,19840,17372,14172,9392,16272,20440,24700,12364,12860,16388,10496,15548,15748,17104,11608,12504,5296,9124,13256,11620
2021-11-01T17:40,2709,2267,3124,3880,4408,3971,2265,2794,2470,2203,5387,5294,3640,2854,4019,4468,5782,4362,4296,4564,3192,4517,4344,5327,2485,1845,2122,2144,5244,3213
2021-11-01T17:45,21920,15744,21584,50384,27592,26384,10296,19960,26744,19696,40528,34248,43192,18536,14128,39952,42624,45272,28408,32048,26816,0,40072,35664,24984,28824,14400,26232,32440,32080
2021-11-01T17:50,14380,20820,33870,55280,43730,35200,20100,27230,39660,23930,38060,41210,39560,32400,34100,29650,63700,42620,35780,26830,27520,46270,37370,54710,39010,30060,8110,0,45950,44710
2021-11-01T17:55,28170,19971,24696,39312,47493,39393,21069,28062,30231,26586,42057,35109,31599,22680,38466,41013,0,36981,31167,29187,35973,23886,44127,45801,24561,22482,24705,18891,34974,24552
2021-11-01T18:00,21128,10880,21768,38712,36856,40944,19104,20680,25056,11720,32688,28144,23624,22696,24592,31280,43392,27208,31240,32664,25320,40840,36752,48648,31336,20040,16392,30760,33880,23384
2021-11-01T18:05,10596,8934,16452,31110,24930,21882,16884,14028,28272,21768,30936,23958,23028,15456,17628,28014,37392,24828,21792,20682,25074,22860,28476,34374,21078,18978,17040,24600,19524,19674
2021-11-01T18:10,17814,12234,20922,35538,25374,31152,17928,21894,20556,19932,26592,24072,17532,20106,24264,25818,36540,27618,12318,17874,21150,17874,31302,40620,16884,18258,12150,22788,14550,25170
2021-11-01T18:15,5008,6160,7012,9918,8760,11392,4688,4858,5772,7628,8674,9094,7260,7546,6034,11238,8702,10500,6240,7384,9778,9856,8316,10454,6738,3060,0,8516,11000,9246
2021-11-01T18:20,3039,2295,2968,5474,4699,4530,2455,2494,4435,3230,3550,3301,3840,2674,3918,4256,4821,3867,4204,4812,3619,3604,4640,4803,2970,2761,2839,3459,3662,3228
2021-11-01T18:25,7010,3984,4878,12124,8722,9154,5420,4148,9092,5926,9350,8142,9982,5254,6230,10240,8974,9970,6426,5938,7100,9784,10222,9330,7216,6046,3726,7678,7386,5630
2021-11-01T18:30,15723,19116,18783,50148,39969,41715,24534,18657,33201,34947,42966,24183,29061,33984,20565,35460,49293,47295,33660,25281,24138,36666,40203,44793,30591,18783,19449,34830,31248,25803
2021-11-01T18:35,23904,18200,22968,38912,32264,22424,20192,14520,33600,19048,42592,37584,36360,25544,24296,36784,36576,43864,29248,25104,26040,36088,45248,34720,28872,20696,25088,27456,25208,30600
2021-11-01T18:40,32976,26658,37188,57015,48159,42525,19674,24156,26775,28314,28449,41733,47007,23517,25542,47718,47223,39771,28341,37791,26649,47016,32967,37260,16812,16542,18324,22671,39789,23193
2021-11-01T18:45,3046,2491,3118,4284,3478,3040,2652,3117,3976,3107,3932,4236,3289,2329,3032,2973,5116,3587,3817,3175,2492,4897,6202,4861,3152,2445,2349,4237,3329,1907
2021-11-01T18:50,14371,10535,23289,31934,30380,32893,16639,23464,22232,17703,35014,24367,33250,16597,20930,33572,34405,28644,28126,30310,32788,32879,36652,31731,33698,22456,18312,18809,24101,25494
2021-11-01T18:55,13592,19104,24240,55504,24440,25568,14544,25256,24688,30296,42712,27432,26864,31016,27560,43728,48944,33760,40984,20296,28472,37400,43160,36752,23272,19256,15368,23072,28904,25032
2021-11-01T19:00,16371,21798,24984,58914,42660,41940,24966,25929,35433,24939,47223,37449,39609,20439,24282,35604,46269,38781,32409,27954,21870,47196,39033,53559,22644,27189,16686,19854,21366,36495
2021-11-01T19:05,12175,10685,16250,26270,15160,12900,12985,10630,15705,13105,18840,27570,20665,15055,17245,17435,26400,11790,17845,20365,14275,19235,16760,29915,16850,8395,9075,12830,17135,24165
2021-11-01T19:10,3086,2145,4197,6101,4084,3645,2391,2405,4146,3714,2853,3640,4019,2475,2041,5890,6771,3948,3263,4081,3016,3692,4628,4784,3043,3525,1795,2351,3177,3015
2021-11-01T19:15,0,1832,3362,4876,3749,3383,1915,2192,3646,2636,4337,3596,3821,3020,3745,4345,5150,5481,4837,3941,3067,3975,5580,5199,4035,1898,2267,2350,2694,3011
2021-11-01T19:20,3980,0,5880,9382,8136,7712,6280,6160,10726,6406,7042,7388,6874,8114,6188,10484,12268,7626,8432,4090,5642,9214,6532,9876,6338,6362,3030,6478,7684,6462
2021-11-01T19:25,5080,3424,8150,12110,6886,7284,4848,5560,6984,4768,8966,7462,6202,5640,5054,8824,9920,7714,5518,5030,6772,8242,7318,10328,8382,2568,4456,7246,7058,7736
2021-11-01T19:30,21960,21744,17505,47583,0,30051,23031,16713,36567,30879,42525,48897,50238,29520,28566,32130,40320,44190,31536,25155,26946,40779,32769,47880,35856,23400,21528,27963,19323,30186
2021-11-01T19:35,18096,18832,25536,53576,39736,33352,13760,26032,24664,18864,42712,26960,36744,18704,0,36464,49576,27928,29096,31256,24096,28552,32112,56304,25736,26304,21496,32864,33176,33728
2021-11-01T19:40,1603,3158,3318,4755,4382,3466,3388,3281,2826,3359,4996,2462,5354,2270,2856,4095,5873,4669,2467,3760,2742,3852,4713,5511,2736,3820,2164,2841,4027,3389
2021-11-01T19:45,1923,2830,2742,6033,3448,4518,2830,3044,3222,2489,4106,3282,3450,3196,1978,4727,4907,3782,3874,3582,3733,6225,5431,5078,2069,3398,2547,3141,3538,4020
2021-11-01T19:50,3180,2008,3015,4873,4341,4083,2222,2274,3933,3937,4848,4098,4542,2966,4003,4753,4481,4057,3706,4454,3148,5908,3904,0,3727,2217,2400,3981,2258,2969
2021-11-01T19:55,24210,23868,36972,49491,33066,35586,30222,30231,30186,15480,28935,35676,19161,22572,22707,36711,54351,36720,34146,40824,27918,42786,27747,51048,22563,25515,22392,30591,38979,29997
2021-11-01T20:00,19790,20200,32910,46910,34120,32820,11520,14370,40360,31140,52880,32100,45100,32640,31610,47260,41190,41930,30810,31010,38620,46390,44110,55480,29260,29540,29470,22710,37030,31180
2021-11-01T20:05,14832,26451,22185,43506,45225,41661,27135,32922,35721,34443,31635,24687,41193,28953,28026,44181,42453,53451,36342,40473,31581,35325,46260,49815,41841,32157,21429,24786,37692,33831
