mtime,AO,BQ,BU,C,CR,DO,DU,HW,IL,LP,LQ,NR,QS,SZ,WX
2021-11-03T17:15,7830739,6319956,9627702,8736468,8374140,10020967,7752180,7828283,7349982,7195661,8006054,8976214,7207077,7257607,8896962
2021-11-03T17:20,8466005,8135006,7389389,7050586,7324200,7344447,8132959,7458078,7192415,9291816,7449315,7851949,8788762,8052130,7991225
2021-11-03T17:25,10096287,6712462,8878776,6000631,8549045,6335080,10340172,7474018,8396223,7495551,8410180,7603060,6747027,7092464,8814073
2021-11-03T17:30,8715586,7309926,10433922,8128105,7192512,8225274,6138125,6947573,9169985,6765044,6967811,8002219,7600196,10175241,8910562
2021-11-03T17:35,6519645,8084200,8447481,8666909,8446463,7163433,9817814,9605406,9022842,8029987,6684207,7535609,6921780,6857912,8754317
2021-11-03T17:40,6887487,8578619,8393845,9413886,7451341,6758123,7056067,6768485,9019644,8273957,8203154,8136763,8055415,7489320,8765865
2021-11-03T17:45,7165151,8562255,11081215,6309166,8716385,6987160,7556197,7066575,7541381,8419868,8003835,8682400,7918837,8156455,7158628
2021-11-03T17:50,7993405,8549836,9865335,8381613,8628930,8147539,7576802,9409301,7268446,8801876,7944260,6045877,8454820,7287442,6895692
2021-11-03T17:55,7294900,6860627,8524270,8404092,9257863,8907301,7716595,7332200,6825382,8720683,7769126,9372997,8729945,8214548,8799230
2021-11-03T18:00,8030159,8318227,7100592,8854446,7740223,8287108,7563266,8138148,8214017,8005942,7091722,10399778,8937523,9359805,7936395
2021-11-03T18:05,8359518,7630247,9622040,9244803,8721906,8399315,7253146,6891771,8867589,8286916,7824484,8876073,5993434,9733865,9382207
2021-11-03T18:10,8505369,7716527,8003384,6446084,6887380,6915253,7819297,7885814,8356714,6653319,7077352,7054921,8401901,10009928,8546692
2021-11-03T18:15,7402320,6971725,9907764,9935577,6563831,8066436,8976123,7947227,8250048,9195806,8488953,8225045,7296113,4564924,9152730
2021-11-03T18:20,6585368,9298141,8051116,8022271,10915287,7282539,6393164,7018726,7645964,7448744,9717848,8172683,8330338,8073063,8120992
2021-11-03T18:25,8347285,6306370,9240090,6175184,8474019,10028062,7969924,7047868,7222111,9387404,8700760,8016686,10318357,7388550,10296217
2021-11-03T18:30,8758026,6538307,8735310,8060454,7716160,7921196,7234198,6822418,8709791,8989701,8162902,8709125,6542605,7181396,7406743
2021-11-03T18:35,8785723,9022626,8681204,7357485,8449727,8169627,7795114,8066371,6683820,8303677,7916338,7959431,7833543,7881262,6744740
2021-11-03T18:40,9147959,7553364,8840044,7373800,7558233,6734320,8791902,7373527,7352245,8068451,7609255,8376018,7968032,6456007,8262086
2021-11-03T18:45,8027492,8461855,7356968,7938286,6812920,9158092,8604595,8284842,9035056,6726831,7789285,8441329,7655188,8468056,8234721
2021-11-03T18:50,9337977,8279246,9174566,7352893,7958628,6779824,9154752,6180409,8363565,8596330,6392852,8474051,8089764,7070369,7146250
2021-11-03T18:55,7760779,9189686,8073324,8257394,6923597,5611517,7730142,7154042,6938061,6898670,7294096,5948505,7729291,8792179,8562267
2021-11-03T19:00,8385378,8815186,8831448,9124842,5054372,6407260,8499222,7155718,6781553,7603570,6703886,10377206,6007136,5429662,10248887
2021-11-03T19:05,8149473,9291727,7067923,6642307,7613986,10195086,7411686,10263014,6952291,8853492,9160910,8107023,8459199,6741860,6136848
2021-11-03T19:10,8179057,9278611,8505890,9128303,7828058,6246364,9528856,7226986,7851687,7866854,8086928,7773632,8981824,7384918,7869994
2021-11-03T19:15,6685241,10057764,6612229,7704030,8026268,8118936,7942665,6683761,8074059,8634437,9184300,8096282,6964058,6467295,7984756
2021-11-03T19:20,9860025,7009935,6192120,7838526,8079443,9204641,9566938,9158758,8907564,7928175,6962254,7705069,8950334,6441578,8238846
2021-11-03T19:25,7573009,9147197,8306336,8719596,6417122,7129795,9168949,8836775,6553922,7874546,8676586,7891438,10095726,8660406,8496025
2021-11-03T19:30,9746775,8576470,8342197,6999892,7814958,6094142,8747858,7504612,9177127,6306268,5382649,8961295,7035694,9607871,8998733
2021-11-03T19:35,7963202,8466508,8715238,8502060,7797908,7614287,9385247,9269236,8644461,8439177,7784773,5984921,9864463,7559125,8549476
2021-11-03T19:40,9621635,9175448,11776471,8895346,7411675,6688258,10616609,9280017,10889675,9140299,10298355,8528860,8489553,7399628,7202597
2021-11-03T19:45,7208014,9738983,8839820,8412162,8269231,7225261,8990978,9581165,7163144,8014871,7225575,6691275,6824321,9108776,8815881
2021-11-03T19:50,9285948,8188452,7202517,7470615,7990105,9137170,7005902,8960901,7547890,8773734,8098801,7659393,8252422,8511688,8681579
2021-11-03T19:55,7074527,8456264,9443843,8028435,10277154,7604739,7654921,7907779,7725655,7010768,7732965,7687909,7569129,9642064,8060594
2021-11-03T20:00,7740806,8682092,6299275,8012204,7902986,7357528,7974320,9815463,7996108,8257687,7823715,8632316,10570064,8951645,9659568
2021-11-03T20:05,9337697,5801156,7311671,8179276,9254884,8439874,8323576,8317167,9188445,6904583,7152505,6867633,7335177,7411119,7090115
2021-11-03T20:10,10014463,6861708,8116376,7015107,7831454,8644651,9234801,10572618,9318764,8407408,9431750,10587349,8243008,9027282,8533645
2021-11-03T20:15,7017372,8656261,7462652,7871370,7426865,6204916,7186078,7972766,7424729,6919649,7094816,7807349,8041679,8607535,8466474
2021-11-03T20:20,8998571,7328024,7528627,6688464,7137927,7881605,7104464,9824285,7385931,10231243,8969874,7687320,7579319,8720643,7936795
2021-11-03T20:25,7808590,7549166,7783884,8592471,8669775,7866780,8583524,8870091,9212893,8070544,10205703,6164097,7588113,7892065,7644501
2021-11-03T20:30,7720052,7848785,8688592,7193212,8530105,8351294,9938812,7795195,6980474,7645916,7919976,6933966,8917845,8651571,8865418
2021-11-03T20:35,10025345,9045107,8996847,8399086,6512478,9109095,5979438,6871246,8116667,8679409,7586233,7183524,9416431,8259878,7693479
2021-11-03T20:40,8484093,7410583,8496768,8084867,8109713,7022039,10285266,8199009,7497263,8284012,7668758,9642205,7113533,8256788,8003255
2021-11-03T20:45,9577628,5982322,9951676,8454372,8151803,7913496,6653456,8562540,7923291,8514819,7512959,9617930,8863438,7356904,10321769
2021-11-03T20:50,7010425,7769979,8179275,8674280,7372404,8545085,6534939,9623131,7713976,6493765,9315026,6989741,8867497,9465933,8298981
2021-11-03T20:55,7941662,10111602,9367058,9104911,6925247,6768834,8374881,6306393,8168881,8687636,9319461,7927648,9182870,9125127,7423474
2021-11-03T21:00,7354431,9866531,7641931,7994686,8496375,8385702,10750081,9516930,6070845,8297729,8616948,8871386,8143300,8428159,7967851
2021-11-03T21:05,9868371,7876115,9686760,6122938,7938651,7353246,8339152,10310489,7707669,8683177,8260472,7955948,8108762,10048222,9439951
2021-11-03T21:10,6714362,8333365,6300063,8756642,8694323,8515809,6582434,9433393,6838385,6945505,6552968,8387040,6039248,7604553,7919148
2021-11-03T21:15,7074650,7648084,9235995,9827815,7060717,7159065,9289231,7644753,7796006,8750182,7878396,8659067,7598460,8777945,9697106
2021-11-03T21:20,8582568,8170045,7875983,6502504,9142203,8510462,7419798,9085350,8771075,8630449,9010257,7423587,8741083,8435140,6747442
2021-11-03T21:25,7600610,9735789,8664006,9857657,9214180,8884376,8422082,8349020,9364814,6724005,10046232,8860675,7963357,7736494,8293863
2021-11-03T21:30,8795904,8866599,8242500,7009184,9089879,8342780,8884260,8500741,10281077,7921255,9283722,6963132,9962298,8666103,8874532
2021-11-03T21:35,7993103,8981604,6630221,6940321,7532542,8753890,7851025,9437846,8069620,7270501,7795352,9190668,8669723,8615395,9908523
2021-11-03T21:40,7691662,7877135,8508138,8897410,8845872,7278572,9324320,8245624,7947146,7737041,6997680,7895742,9245423,8029498,7661290
2021-11-03T21:45,8578192,8252524,6998164,7141725,8003178,7200084,8469711,9472767,6665514,11682916,6815061,7982192,5837648,9020619,10285888
2021-11-03T21:50,5604460,9051184,8867856,6217869,8554130,7403957,7382738,8651512,8423329,6911993,7199158,8373006,9104511,7279955,9424661
2021-11-03T21:55,7611158,8654267,9799435,7125518,8254644,8803112,7524726,9835959,11759272,6218514,9895994,11044597,9298432,9320516,6245750
2021-11-03T22:00,9481818,7797093,8416292,8227670,7269131,7206556,9836025,8849070,7848991,5911570,9651497,8167789,7131334,10065071,7023067
2021-11-03T22:05,6414958,6623970,7129730,8587531,6614988,5134049,9112010,7369304,7157627,7824572,8317801,8035545,7270623,8193878,8257378
2021-11-03T22:10,10680540,9982718,7939137,7852477,7035259,8839301,7631184,7601264,7016610,6466515,9728345,7901698,7960167,9025373,6308644
2021-11-03T22:15,8000465,7907504,6461021,8816562,7460123,7274390,8055948,7070779,7591849,7417368,10185167,7941476,8650613,7554656,10226222
2021-11-03T22:20,7388814,9631800,9595612,8764416,8801014,7675960,5512348,9270776,8205761,8410972,9983084,7911847,10330640,8908283,9093376
2021-11-03T22:25,7387535,7608588,8673963,7583630,10707106,7408033,7596814,6536617,8828087,7799153,5871998,8240561,7639235,8176036,10448393
2021-11-03T22:30,10125114,8820284,6350729,8030317,9498895,8684478,7256951,7511878,8127566,7377937,7462964,7842962,6071157,5730926,6665006
2021-11-03T22:35,8660471,8639956,8809965,7692213,7904449,6144138,8645624,8547570,9312265,8958929,8065427,6896998,7254160,9999411,8428970
2021-11-03T22:40,7648308,6796847,7074783,8281405,7840700,6959003,9154698,7113819,9031413,8173909,7266658,7537827,8670730,6520016,10033762
2021-11-03T22:45,8420763,9480034,9052183,8369061,6007712,7986717,8151005,9123224,7918020,8921750,6802722,7855634,8584968,7712595,8097660
2021-11-03T22:50,6882398,6764298,8372289,7170067,7444170,11339021,7005212,7124724,7158195,9098668,10116558,7890589,7991327,7094461,10240404
2021-11-03T22:55,9494422,9004121,8137523,8731262,8077429,9211377,7008263,8452876,8659580,7019859,8381064,7442601,8726257,6635313,8660201
2021-11-03T23:00,8391292,8570934,9091623,8876460,7456083,8040673,6999743,9195095,6913460,9315615,9947209,8875888,6757723,8590625,8611883
2021-11-03T23:05,6682529,9289784,9575181,10511862,7548570,6182066,7293081,8532921,8529873,8623830,8142557,7372821,8045671,9383240,5244637
2021-11-03T23:10,8972154,8420462,7723285,8367962,10285278,7937126,7819769,9768128,5900675,7404118,8568019,6903689,7063440,6522479,7525494
2021-11-03T23:15,8851097,7102227,7317174,9139218,9372551,8680169,8006660,7974387,8638427,7623293,9712174,7098402,9443460,9027512,9310564
2021-11-03T23:20,8777339,7846267,9024054,7203801,8649627,9075298,9616141,7819323,6746673,7308611,8407594,8108049,9986881,8129591,10609665
2021-11-03T23:25,7462325,7105815,7275785,8703241,7748731,8372816,7972720,6787861,6171132,7925002,8833458,6919284,8530808,8598782,9236939
2021-11-03T23:30,6715748,7960927,8547051,7023396,9110052,9811763,10328643,7958480,8667332,6783984,8432645,8562630,6323684,8137123,10057106
2021-11-03T23:35,8930924,8821399,10006506,7746311,7966557,8866204,8350169,9089442,6922819,8292109,6789818,7505670,7953350,7004238,8893509
2021-11-03T23:40,7166755,7283908,6608486,7221767,7040773,9508300,6519423,8456265,8972871,6216098,9019913,8802864,9686093,8324639,6938377
2021-11-03T23:45,8640713,7031733,7025053,8959560,7377532,6904945,10680446,8215230,9240951,8644577,7672391,7348880,8810812,7081564,7860980
2021-11-03T23:50,8348098,8451706,8794951,9688817,6829160,9276855,7169094,6898596,8108769,7333915,7685000,7190565,8191973,10118431,8318194
2021-11-03T23:55,8847402,7235690,8339649,7803933,8332931,9306862,7004930,8934961,9318648,7531839,8764944,10356511,9207127,7814948,6716904
2021-11-04T00:00,8815701,9262933,6360370,9502304,8539902,8014492,8429211,6992406,7190126,10542143,8513808,9619836,8168527,7885534,7819868
2021-11-04T00:05,9281329,7466828,7776830,7946085,9191818,8961521,9135632,10064447,9042242,8090667,7916442,7049198,7122608,7790070,6803770
2021-11-04T00:10,8558859,7808538,7326216,7916586,5694305,9620746,8158777,6732728,7839768,7883488,7702037,8974068,7812991,7478822,8064705
2021-11-04T00:15,7687287,6080720,8836129,8685759,6906607,8365763,6666229,9286973,8202023,8567589,5620632,7570882,8645924,8131559,6449167
2021-11-04T00:20,10607667,7928485,8950150,7644832,6716160,10540992,7485867,9030202,6001511,7433811,7214433,8296084,7627753,8019366,9338593
2021-11-04T00:25,7044663,6245298,9010337,7088066,8679159,8079175,8372650,7201586,7619451,6771229,6505413,8885023,8511287,9541171,9744673
2021-11-04T00:30,8061647,8555612,9067976,8863087,8832833,7863960,8800086,7512600,8638217,8429851,8239927,9412041,7979849,8586347,7617364
2021-11-04T00:35,9413977,9795828,8865003,7715844,6127648,6219391,8157400,6261163,7518010,8104918,9937755,7240114,8167962,7553755,9253653
2021-11-04T00:40,9283699,7305583,7851915,8172876,8627143,7459839,8707200,7113419,8488107,8616864,9778806,8760805,8446443,9580224,7788923
2021-11-04T00:45,7637624,7522894,8167453,8330493,5976260,7054602,8042708,8240953,7691223,6887583,8701307,8513878,6974727,7498046,9459426
2021-11-04T00:50,8219248,7411751,5179860,10410033,9505714,7670251,8030987,9189664,8842714,6462124,8056870,8623945,6799418,5833210,10135370
2021-11-04T00:55,7736251,8897821,9148982,8070425,6854370,9463154,9863097,8585309,8703518,8394615,9604704,8565638,9807805,8031637,8426013
2021-11-04T01:00,7751533,8888738,7804563,9035196,9045972,7318894,8025017,7908733,9511727,8762964,7318573,8270227,7925886,8485615,8066311
2021-11-04T01:05,6966929,7675184,8181108,7403421,9239996,7722714,9510872,7543983,7991288,8920967,7930968,9955824,9556808,8607542,7342162
2021-11-04T01:10,8061852,9535014,6946260,9541243,7066600,8779781,7018567,8719839,9020044,6467188,8639389,8738290,7242163,8258799,7171467
2021-11-04T01:15,8710338,9105148,10206433,6042933,6780596,9811930,8141512,8554668,7061690,6828605,6919947,7793844,8638721,6217648,7889832
2021-11-04T01:20,7702480,8251442,7890373,7583877,7810477,8859432,7979964,9228237,9078708,7894810,7788006,6244060,7084330,9000823,7387287
2021-11-04T01:25,6950266,5952612,5389541,9853701,8061009,9508105,8908863,9061921,8135885,7871956,9970052,6958279,9176536,7347631,7131740
2021-11-04T01:30,7945873,7577982,6744508,7559134,8583878,8838606,9174897,8220489,8395762,8103857,6138399,9265020,7576263,10743228,7319281
2021-11-04T01:35,8802710,6707265,9853818,8607294,8858231,9227297,8978665,7846534,6127579,8537093,9248933,9082488,10707962,8309010,10654477
2021-11-04T01:40,7930395,10020143,10382252,10567555,7140248,7803166,8255370,6382760,8222574,8569859,9015915,7115341,9384598,8903926,8273816
2021-11-04T01:45,9501063,7825596,8443082,7922585,8761711,7955043,8237006,8755321,8449562,7445503,8515930,6867413,9569505,7583653,8349176
2021-11-04T01:50,7069518,6204678,8395531,8310390,10220880,6606167,8384864,7570528,9160166,9137516,9467163,7946786,6703759,9876348,8729748
2021-11-04T01:55,8875189,6756002,8698164,8620913,8525208,9653754,5677172,7791539,9678032,4814302,7849664,7931771,8034920,8038935,9021187
2021-11-04T02:00,8542751,9416858,9695889,8516680,6772214,7474890,8575016,9279722,7108465,8364942,8232769,7766459,7332955,8223293,8369066
2021-11-04T02:05,8324645,8927219,9109994,9313457,7637047,7028786,8481099,7363115,7981287,7990955,9264951,6740224,7679626,7251643,7236108
2021-11-04T02:10,8730860,8325128,6897427,8206913,9531297,6961623,8202423,9022660,8164489,8502385,7827880,10747763,6307509,8552804,8452330
2021-11-04T02:15,7904845,9349737,8988144,9590252,7928789,8587084,7804398,8432319,8045231,7687490,7906925,7939787,8650956,6784667,7296465
2021-11-04T02:20,8195758,9819298,9425067,7473050,8841430,7307867,8462629,9988135,7769638,9623321,9321190,8963696,7597874,8870604,9548578
2021-11-04T02:25,8318116,8010139,7899215,6844227,6412049,7640123,7794857,7536761,8862819,9429692,9854777,7300843,7283308,9013012,7303180
2021-11-04T02:30,8139710,7495919,7141589,8886729,7781288,7127846,10383957,6353779,8519156,9853514,7734579,8841474,9062806,8602865,7910691
2021-11-04T02:35,7985310,8781985,9657678,7006470,7606612,9248979,7839039,8516383,7628825,8116741,7775142,7477658,6411319,6775710,9344017
2021-11-04T02:40,6876720,6279895,8745615,6872362,9106791,9298028,8926625,7350740,6101570,8143635,7244748,6874525,9148797,7503671,10352157
2021-11-04T02:45,8369668,9736721,8604648,7584347,8601572,8807050,8164942,8104264,8097861,7170719,7095153,9509343,8145374,8186734,8553856
2021-11-04T02:50,9977458,9142087,8255140,7015899,7625348,7759920,8570450,8205347,7081759,8683020,7678409,7126907,9211715,7615908,7653596
2021-11-04T02:55,8595826,7783990,7884715,7530575,8460278,9134081,10007751,8241457,7634011,6916817,6679067,7790863,7591900,8032361,7235006
2021-11-04T03:00,7052604,6444401,9396648,7743535,9118119,9267846,8683771,9369792,8939713,12285881,9563785,8525944,8716559,8695998,8754346
2021-11-04T03:05,7881375,8090453,7313231,8746667,7999006,9266743,10415527,8624682,7818245,8518307,9011645,7093138,7020961,7096713,9590231
2021-11-04T03:10,7109549,7889955,7618052,9750976,6586314,7259102,9942133,8923589,6641953,8435308,8969462,7056425,8392793,7995743,6948969
2021-11-04T03:15,7047413,7794172,8437237,8709260,10467468,6631848,9100120,5941397,9157296,9008160,7665044,9080768,10245127,8063338,8047542
2021-11-04T03:20,7714161,7177225,8437853,6057512,8644114,10284267,10128558,8792773,7511209,7903327,9082213,7545073,8637689,8209585,7316682
2021-11-04T03:25,7233673,8046222,7834543,9184223,8329635,7054823,8053732,8569935,7360345,9635526,8615915,6736861,7285670,7456646,7591346
2021-11-04T03:30,8937341,8377462,9017832,6210120,9052612,9862172,8278047,8393597,7966261,6996746,8962447,8932030,6540110,7769297,8148548
2021-11-04T03:35,6434482,8760787,8656657,9243896,8271778,10010344,7021501,8387810,7173920,7991901,7710564,7795585,7627024,7786197,10189588
2021-11-04T03:40,7369158,9455282,8882351,8131372,6975780,7971633,7913253,8176744,7604727,9596744,7700955,8904886,8857001,7981230,9571780
2021-11-04T03:45,8449789,8350375,6270157,8781775,8643688,10158760,9259164,7760063,8339626,7841839,7169067,8709038,8159491,7436135,8053631
2021-11-04T03:50,9376642,8032158,7852888,7750373,7877348,7233158,9366762,10243684,8554614,8772465,9216492,7880342,8521557,9185522,7691701
2021-11-04T03:55,10224862,6910169,7468402,9104623,8786243,7663169,9298346,8824913,7797524,7988905,7939554,8261304,7363847,8163467,8447946
2021-11-04T04:00,6837293,6917455,7303045,8860931,8501136,9914055,9376973,7849254,7844122,6685062,7959961,8099183,9361216,9051606,7107212
2021-11-04T04:05,7881556,7875808,8280718,9306543,9658061,7802423,7945477,6963382,10954043,9451239,6879916,6998014,7749791,7970003,8750395
2021-11-04T04:10,6888769,6861514,7554908,7220154,7751588,7738433,9197601,7138540,8240932,8111828,8848074,8016129,7527014,8813807,8315262
2021-11-04T04:15,9109291,9152188,8479085,9356491,7952958,8765280,8555536,8194259,7546252,7950044,9547119,6821442,8235765,8511377,9280040
2021-11-04T04:20,7756976,8839831,6960793,6787042,7532117,7742218,8330708,5742455,8569932,8053815,8253302,7662498,7551658,5885344,7137413
2021-11-04T04:25,6970691,9450269,9708634,8894248,7377334,7574213,9050875,8440591,11600818,9198880,7767487,8484861,8461525,6978802,7873849
2021-11-04T04:30,8293425,8522290,10040495,7699895,7595207,9004842,9597744,7457939,6545068,6716367,8291062,5202471,9071151,8399626,7802579
2021-11-04T04:35,8063792,8061149,6946202,8658905,7070686,7047444,7404984,8901650,8706147,10408499,7599464,6595403,6597054,7178571,9155579
2021-11-04T04:40,8627637,9453770,7584284,8819061,8064319,8785085,7756104,7012688,6732824,7866493,7326273,8358298,7048814,7556175,8289142
2021-11-04T04:45,7858389,9504684,9705237,7425247,10220975,9735425,8420018,9850146,7136266,8706612,7835126,7678918,8490058,9297426,8111863
2021-11-04T04:50,7652975,7804080,7737529,8325060,9650969,7728363,8860838,7811830,9719366,7672464,8792066,7727792,9606079,8766358,9692387
2021-11-04T04:55,5360903,8908040,7891768,7404026,8181192,8827118,7714158,8930365,8457578,6987095,7910788,8434120,7227883,9186108,8770338
2021-11-04T05:00,9954002,8577590,7015053,8153789,8047767,8959447,7628266,9595216,9247302,7006404,9672234,8371968,7761250,6802085,7944726
2021-11-04T05:05,8381653,9341573,9315299,7155791,7563816,7594431,8411071,6893816,6927391,7736349,8950595,7302845,8096842,6023062,7443612
2021-11-04T05:10,8787879,7601264,7447815,8239117,8378528,8791520,9765412,6632144,8488144,8302367,8128858,7946125,9409182,9120400,7854529
2021-11-04T05:15,10158374,9655825,8839764,9640836,8555711,10188419,9121058,7210614,7199427,8642115,6931799,7894855,10999081,8589419,7544323
2021-11-04T05:20,9590519,6986669,8307741,8792275,7740342,8466596,6599207,9293005,8731294,8521258,6753306,7006349,8073690,7803072,6456368
2021-11-04T05:25,8741723,7675817,7963010,9169666,7762080,9061611,8805358,8720396,7741670,8195474,7220801,7344127,7826356,8018180,7944136
2021-11-04T05:30,6703042,10521509,9594228,6989203,6001769,7769371,8368113,7977727,9561304,6504799,10206227,5463246,7963786,7105520,7311886
2021-11-04T05:35,8694909,9128945,7911114,8855099,7941238,8043139,8489461,7815997,8174945,8192824,7879008,9690446,7067365,7923478,8069358
2021-11-04T05:40,10243778,6567569,9787040,7364147,8063960,7141617,8663097,8548725,7208361,6140882,8048437,6636758,8514062,9949059,10649648
2021-11-04T05:45,9800658,9422371,7099900,9198067,8501363,8158579,7533472,8304252,6113664,7784875,9238112,8026618,9356978,7680097,7251898
2021-11-04T05:50,8779435,9308889,9554154,7500040,8296883,11098210,8129361,8957954,7485712,8925118,8605211,8114668,7902070,8447611,7968742
2021-11-04T05:55,9556135,7721928,6910572,6740884,8681098,7381805,7529640,6682886,8402232,10900213,6760351,7458391,8107307,7941519,8749745
2021-11-04T06:00,8754013,6849275,7778329,8788304,9036762,7779081,8296717,8814845,7839627,7943125,9257296,8816021,7628403,8650588,9447942
2021-11-04T06:05,5721509,8366314,9440615,8985261,8001074,8169998,10234793,7832143,8517272,9434207,8354625,7308410,7269384,7874799,7150865
2021-11-04T06:10,8647101,9328466,7941868,8669632,7192848,7982375,8651940,8780012,6783619,6858683,7287831,6320554,8706481,6945289,9504375
2021-11-04T06:15,9333962,8674646,8322998,7791222,9750407,9064875,7982591,8972480,8495239,6281882,7673651,7335559,8233277,8309437,8010845
2021-11-04T06:20,7367419,7556612,7422909,8995995,7813214,6764134,9704437,8116305,7776133,8813767,8768314,8035527,7537440,9376321,7435174
2021-11-04T06:25,7739584,8898875,7990794,8996443,8355484,10230312,10256819,8011503,7321440,7789974,7171327,8641362,8083730,9158803,7414228
2021-11-04T06:30,10035718,6235317,9870617,8695911,9811463,8559419,10141356,7860090,8693831,6603021,8124025,6867491,8486336,8374632,4767804
2021-11-04T06:35,8580345,8571983,9391769,8051110,8267917,5355063,7044463,6469895,9106526,8017089,6901707,9064053,9513998,8286080,9336319
2021-11-04T06:40,8391347,8877078,9380657,8486105,8718287,8530075,8671532,9210568,8377041,7456709,7226631,8431489,8632685,8448254,7121847
2021-11-04T06:45,7152725,8907041,7430366,5910118,6111160,9286063,9229432,8499299,6266505,8619019,7673299,7016371,8529149,9776063,6332941
2021-11-04T06:50,9033236,8644784,8599426,10471962,7985842,7272203,7189374,7875990,6815189,7925078,7371297,6257171,7927004,7682675,7312765
2021-11-04T06:55,7803084,8743115,7540607,6271122,8881000,9218965,7477915,8635493,7111312,6491504,7068542,7561106,7468666,6787271,9734403
2021-11-04T07:00,7773130,7986508,6946228,8517752,6792825,9491771,6104398,9119524,7210989,6306678,7780105,7228738,9054806,6705959,6211393
2021-11-04T07:05,7843093,6811009,7806005,7055723,7534800,9009425,9095529,8448692,7719285,6937064,9772185,9843180,7556783,6699572,8097301
2021-11-04T07:10,7247116,8774914,7773490,6337999,7675102,8322417,9126167,7550900,7919611,8167639,8748307,8828445,8922464,6268211,8953807
2021-11-04T07:15,9688660,7339707,6532933,12846518,7115893,9411350,7924802,11211959,8562932,8830933,8060542,8148891,7187967,9699326,7878983
2021-11-04T07:20,6677304,7998338,8411823,7964733,7682554,6862754,6127325,6377077,8890042,7253355,6713251,10021287,8790324,7661177,7709090
2021-11-04T07:25,8555791,9048896,6707264,6700421,7370726,9224237,9472044,7807076,8480995,8178353,9166312,9208939,7966969,9724331,7554048
2021-11-04T07:30,7155159,8417985,8576235,9257679,8739231,8841465,9091896,7264778,6797070,7437183,6600430,8229112,9058160,8289048,11483717
2021-11-04T07:35,7745616,9659104,7097402,7959774,7640057,8837633,7789306,6521053,8247551,6560558,8557190,7159908,7709534,7798030,9430052
2021-11-04T07:40,7933332,8288959,8520787,8626258,8629928,6978174,8313267,8923275,8207686,7180332,8560973,8634385,8101163,8176054,8255224
2021-11-04T07:45,7520854,8011703,8200135,5217364,9216322,8276975,7112170,7231770,8547089,8466938,10191029,7219560,7451323,8273391,8381311
2021-11-04T07:50,9084340,7157527,9213313,6886326,10528426,7314457,5551260,7459579,8142578,7813832,10222831,9601258,8548476,8549260,7257283
2021-11-04T07:55,9468842,9908613,7939361,7597397,7993558,7592684,7716580,8108480,8597096,8378204,7819259,7985407,8844902,8380716,7958994
2021-11-04T08:00,7985624,6865505,8024516,7254172,5398852,9557493,7582102,9318321,9180072,7875810,6840273,7044750,6803608,6312923,7162511
2021-11-04T08:05,8588867,6829709,8447125,8319243,9337456,5578101,7465627,10583139,7506144,6131957,7011729,8446205,7789332,9002695,8833773
2021-11-04T08:10,8422959,7982259,8581335,5889355,9486821,7953147,7001308,7850186,8023302,7320029,7514145,8070643,6782962,8219086,9993840
2021-11-04T08:15,7060315,7644746,8547627,6411030,8763777,7623349,8461598,6682497,7668245,6876153,7856323,7228345,7937038,6573063,7346271
2021-11-04T08:20,8297180,8021637,6398094,7055953,7059187,6764541,9940656,6781510,9316715,8927385,8565670,8714203,8801777,8851442,10255853
2021-11-04T08:25,8099375,5613001,7857373,8903884,8099194,8653569,6246318,8591215,7823250,8826853,9239581,7099190,8935569,9337782,7163454
2021-11-04T08:30,9923105,7346857,9114188,6636580,9374393,8333277,7810401,6877007,6482264,7697927,8143752,8439764,10583771,9124235,6262829
2021-11-04T08:35,6759380,8298514,8247788,7197968,8761013,7023133,8389354,5738722,6866827,7972239,7949165,6812802,6350760,7120742,9505973
2021-11-04T08:40,7283068,9318918,8824961,9288234,6765403,6888080,9931564,6258348,8358322,9659055,5275204,6655214,7861674,8652818,7208468
2021-11-04T08:45,8804703,8011273,7368592,8010944,7037279,8041064,8787371,4735774,7628298,8078887,7093035,7429773,9417705,7216318,7490800
2021-11-04T08:50,7339341,8871511,7670848,8183009,7767041,8506266,7676772,7937031,8241747,8171681,9166860,9407425,7144043,8895259,6571912
2021-11-04T08:55,6064050,6926803,7631795,7890137,8024634,7188001,5102070,8476209,6989508,7191869,8246023,8268605,7614168,10104139,9503576
2021-11-04T09:00,8747396,10209662,11447335,6791381,6653697,7631175,9809162,7915482,7226703,9233312,7385614,7156401,9544285,10409371,6878916
2021-11-04T09:05,8600074,7423615,8340522,7786807,9198920,7201639,7847832,6507812,8383809,8352329,6287555,8455778,8367359,8922180,8003657
2021-11-04T09:10,7414170,8815960,9069276,6441350,7907743,9020113,8311219,8200968,7932531,6642754,9378353,9563536,9107296,7114823,10464867
2021-11-04T09:15,8651757,5626349,9216036,8537031,7946937,7879615,7433228,7413833,8574883,9082065,8930705,7376558,9041036,9348127,8068262
2021-11-04T09:20,8692299,7480971,7812136,8394786,7753301,7367663,8154183,8601875,8573301,7150750,8371238,8691217,7947060,9133731,9100983
2021-11-04T09:25,7139422,9529413,10075360,7046819,8750352,7173651,10205008,6785649,7976360,9613882,9797268,7508436,6242787,6731245,8344233
2021-11-04T09:30,8472236,8287237,7896213,7415669,7446784,7851052,8717458,8530281,7768819,8218289,6274616,7580516,9534726,7831487,8745666
